hadith-eng;reference;question #;question
"O Messenger of Allah, teach me something that I may say in the morning and in the evening and when I go to bed. He said: `Say: O Allah, Creator of the heavens and the earth. Knower of the unseen and the seen – or he said: O Allah, Knower of the unseen and the seen, Creator of the heavens and the earth - Lord and Sovereign of all things, I bear witness that there is no god but You; I seek refuge in You from the evil of my own self and the evil of the Shaitan and the shirk to which he calls people.”It was narrated that Ya'la bin `Ata' said: I heard 'Amr bin 'Asim bin ‘Abdullah... a similar report.";Musnad Ahmad 51, 52, Book 1, Hadith 49;question #1;What is the significance of seeking refuge in Allah from the evil of oneself and Shaitan?
0 people, you recite this verse but you quote it inappropriately: “O you who believe! Take care of your own selves. If you follow the (right) guidance [and enjoin what is right (Islamic Monotheism and all that Islam orders one to do) and forbid what is wrong (polytheism, disbelief and all that Islam has forbidden)] no hurt can come to you from those who are in error` (al-Ma'idah 5:105]. I heard the Messenger of Allah (ﷺ) say: `If the people see evil and do not denounce it, soon Allah will send His punishment upon them ali.”;Musnad Ahmad 53, Book 1, Hadith 50;question #1;What is the significance of enjoining what is right and forbidding what is wrong in Islam?
A man spoke harshly to Abu Bakr asSiddeeq. Abu Barzah said: Shall I strike his neck? He [Abu Bakr, rebuked him and said: That is not for any one after the Messenger of Allah (ﷺ).;Musnad Ahmad 54, Book 1, Hadith 51;question #1;What is the significance of showing restraint and patience when faced with harsh words or actions?
"Fatimah the daughter of the Messenger of Allah (ﷺ) sent word to Abu Bakr as-Siddeeq, asking for her inheritance from the Messenger of Allah (ﷺ), of the fai` that Allah had granted to him in Madinah and Fadak, and what was left of the khurnus of Khaibar, Abu Bakr said: The Messenger of Allah (ﷺ) said: `We (Prophets) are not to be inherited from and whatever we leave behind is charity. Rather the family of Muhammad may take their provision from this wealth.` By Allah, I will not change any of the charity of the Messenger of Allah (ﷺ) from how it was at the time of the Messenger of Allah (ﷺ), and I will do the same with it as the Messenger of Allah (ﷺ) did. So Abu Bakr refused to give anything of it to Fatimah, and Fatimah was upset with Abu Bakr because of that. Abu Bakr said; By the One in Whose hand is my soul, the relatives of the Messenger of Allah (ﷺ) are dearer to me than my own relatives. As for the dispute between me and you concerning this wealth, I did not deviate from the truth concerning them and I will not leave anything that I saw the Messenger of Allah (ﷺ) do but I will do it the way he did it.";Musnad Ahmad 55, Book 1, Hadith 52;question #1;What is the Islamic ruling on the inheritance of prophets according to this narration?
I heard ‘Ali say: If I heard a hadeeth from the Messenger of Allah (ﷺ), Allah benefitted me as He willed thereby. If someone else told me something from him I would ask him to swear, and if he swore I would believe him. Abu Bakr told me - and Abu Bakr told the truth - that he heard the Prophet (ﷺ) say: `There is no believer who commits a sin, then does wudoo` and does it well and prays two rak'ahs and asks Allah, may He be glorified and exalted, for forgiveness but Allah will forgive him.` Then he recited the verse: `And those who, when they have committed Fahishah (illegal sexual intercourse) or wronged themselves...` (Al ‘Imran 3:135).;Musnad Ahmad 56, Book 1, Hadith 53;question #1;What is the significance of seeking an oath when hearing a hadith from someone else?
"Abu Bakr sent for me when many of the people of al-Yamamah were killed. Abu Bakr said: O Zaid bin Thabit, you are a wise young man and we trust you; you used to write down the Revelation for the Messenger of Allah (ﷺ). Seek out the Qur'an and collect it.";Musnad Ahmad 57, Book 1, Hadith 54;question #1;What qualities did Abu Bakr see in Zaid bin Thabit that made him suitable for collecting the Qur'an?
"I heard the Messenger of Allah (ﷺ) say: `We (Prophets) are not to be inherited from and whatever we leave behind is charity. Rather the family of Muhammad; may take their provision from this wealth.` By Allah, I will not leave anything that I saw the Messenger of Allah (ﷺ) do with it but I will do it too.";Musnad Ahmad 58, Book 1, Hadith 55;question #1;What is the Islamic ruling on the inheritance of prophets according to this narration?
O khaleefah (caliph) of Allah. He said: I am the khaleefah (lit. successor) of the Messenger of Allah (ﷺ) and I am pleased with that.;Musnad Ahmad 59, Book 1, Hadith 56;question #1;What is the significance of the title 'khaleefah' in Islamic leadership?
Who will inherit from you if you die? He Said: My children and my wife. She said: Then why can't we inherit from the Prophet (ﷺ). He said: I heard the Prophet (ﷺ) say: `The Prophet is not to be inherited from.” But I will sponsor those whom the Messenger of Allah (ﷺ) used to sponsor and I will spend on those on whom the Messenger of Allah used to spend.;Musnad Ahmad 60, Book 1, Hadith 57;question #1;What is the Islamic ruling on inheritance from prophets according to this narration?
"We were with Abu Bakr as-Siddeeq when he was conducting some business of caliphate and he got very angry with one of the Muslims. When I saw that I said: O Khaleefah of the Messenger of Allah, shall I strike his neck? When I mentioned killing him, he changed the subject completely, When we parted, Abu Bakr as Siddeeq sent word to me after that and said: O Abu Barzah, what did you say? I said: I have forgotten what I said; remind me. He said: Don't you remember what you said? I said: No, by Allah. He said: Do you remember, when you saw me get angry with that man, you said: Shall I strike his neck, O khaleefah of the Messenger of Allah? Don't you remember that? would you really have done that? I said: Yes, by Allah. If you order me to do it now, I will do it. He said: Woe to you! By Allah, that is not for anyone after Muhammad (ﷺ).";Musnad Ahmad 61, Book 1, Hadith 58;question #1;What is the significance of controlling anger in leadership according to Islamic teachings?
The Messenger of Allah (ﷺ) said: `The siwak is purifying for the mouth and pleasing to the Lord.”;Musnad Ahmad 62, Book 1, Hadith 59;question #1;What are the benefits of using siwak for oral hygiene in Islam?
Abu Bakr said: O Messenger of Allah, tell me something I may say in the morning and in the evening. He said: `Say: 'O Allah, Knower of the unseen and the seen, Creator of the heavens and the earth, Lord and Sovereign of all things, I bear witness that there is no god but You, I seek refuge in You from the evil of my own self and the evil of the Shuitart and the shirk to which he calls.` And he told him to say it in the morning and in the evening and when going to bed.;Musnad Ahmad 63, Book 1, Hadith 60;question #1;What is the significance of seeking refuge in Allah from the evil of oneself and Satan?
It was said to Abu Bakr: O khaleefäh of Allah. He said: Rather slam] the khaleefah (lit successor) of Muhammad (ﷺ), and I am pleased with that,;Musnad Ahmad 64, Book 1, Hadith 61;question #1;What is the significance of the title 'khalifah' in Islamic leadership?
The halter fell from the hand of Abu Bakr as-Siddeeq. He struck the foreleg of his she-camel to make her kneel down, and they said to him: Why did you not tell us to pass it to you? He said: My beloved the Messenger of Allah (ﷺ) instructed me not to ask the people for anything.;Musnad Ahmad 65, Book 1, Hadith 62;question #1;What lesson can be learned about self-reliance and independence from the actions of Abu Bakr as-Siddeeq?
The Messenger of Allah (ﷺ) stood among us last year and said: `The son of Adam has not been given anything better than well-being, so ask Allah for well-being. You should be truthful and righteous, for they lead to Paradise, and you should beware of lying and immorality, for they lead to Hell.`;Musnad Ahmad 66, Book 1, Hadith 63;question #1;What is considered the greatest blessing given to the son of Adam according to Islamic teachings?
“I have been commanded to fight the people until they say La ilaha illallah, and if they say it then their blood and wealth are safe from me, except in cases dictated by sharee'ah, and their reckoning is with Allah.” When some people apostatized, ʼUmar said to Abu Bakr: Will you fight them when you heard the Messenger of Allah is say such and such? Abu Bakr said: By Allah, I will not separate prayer and zakah, and I shall certainly fight anyone who separates them. So we fought them alongside him and we realised that that was the right thing to do.;Musnad Ahmad 67, Book 1, Hadith 64;question #1;What is the significance of the declaration of faith in Islam regarding the protection of life and wealth?
