surah_no,ayah_no,text
4,52,"ولهذا قال تعالى عنهم: {أولئك الذين لَعَنَهم الله}؛ أي: طَرَدَهُم عن رحمته وأحلَّ عليهم نقمته. {ومَن يلعنِ الله فلن تجدَ له نَصيراً}؛ أي: يتولاَّه ويقوم بمصالحه ويحفظُه عن المكارِهِ، وهذا غايةُ الخِذلان."
4,53,"{أم لهم نصيبٌ من الملك}؛ أي: فيفضِّلون من شاؤوا على من شاؤوا بمجرَّد أهوائهم، فيكونون شركاء لله في تدبير المملكة؛ فلو كانوا كذلك؛ لشحُّوا وبخلوا أشدَّ البخل. ولهذا قال:{فإذاً}؛ أي: لو كان لهم نصيبٌ من الملك {لا يؤتون الناس نقيراً}؛ أي: شيئاً ولا قليلاً. وهذا وصفٌ لهم بشدَّة البخل على تقدير وجود ملكهم المشارك لملك الله، وأُخْرِجَ هذا مخرج الاستفهام المتقرِّر إنكاره عند كلِّ أحدٍ."
4,54,"{أم يحسُدون الناس على ما آتاهُمُ الله من فضلِهِ}؛ أي: هل الحاملُ لهم على قولهم كونُهم شركاءَ لله فيفضِّلون مَن شاؤوا؟ أم الحامل لهم على ذلك الحسد للرسول وللمؤمنين على ما آتاهم الله من فضله؟ وذلك ليس ببدع ولا غريب على فضل الله؛ {فقد آتينا آلَ إبراهيم الكتابَ والحكمة وآتيناهم ملكاً عظيماً}، وذلك ما أنعم الله به على إبراهيم وذرِّيَّته من النبوَّة والكتاب والملك الذي أعطاه مَن أعطاه من أنبيائه؛ كداود وسليمان؛ فإنعامه لم يزل مُسْتمِرًّا على عبادِهِ المؤمنين؛ فكيف ينكِرون إنعامَهُ بالنبوَّة والنصر والملك لمحمدٍ - صلى الله عليه وسلم - أفضل الخلق وأجلِّهم وأعظمهم معرفةً بالله وأخشاهم له؟!"
4,55,"{فمنهم من آمن به}؛ أي: بمحمدٍ - صلى الله عليه وسلم - فنال بذلك السعادة الدنيويَّة والفلاح الأخرويَّ، {ومنهم من صدَّ عنه}؛ عناداً وبغياً وحسدًا، فحصل لهم من شقاء الدُّنيا ومصائبها ما هو بعض آثار معاصيهم، {وكفى بجهنَّم سعيراً}: تُسَعَّرُ على مَن كَفَرَ بالله، وجَحَدَ نبوَّة أنبيائِهِ من اليهود والنصارى وغيرِهم من أصناف الكَفَرة."
4,56,"ولهذا قال: {إنَّ الذين كفروا بآياتِنا سوفَ نُصليهم ناراً}؛ أي: عظيمة الوَقود شديدة الحرارة، {كلَّما نَضِجَتۡ جلودُهم}؛ أي: احترقت، {بدَّلۡناهم جلوداً غيرَها لِيَذوقوا العذابَ}؛ أي: ليبلغ العذابُ منهُم كلَّ مبلغ، وكما تكرَّرَ منهم الكفرُ والعنادُ؛ وصار وصفاً لهم وسجيَّةً؛ كرَّر عليهم العذاب جزاء وفاقاً، ولهذا قال:{إنَّ الله كان عزيزاً حكيماً}؛ أي: له العزَّة العظيمة والحكمة في خلقه وأمره وثوابِهِ وعقابِهِ."
4,57,"{والذين آمنوا}؛ أي: بالله وما أوجب الإيمان به، {وعملوا الصالحات}: من الواجبات والمستحبات، {سندخلهم جناتٍ تجري من تحتها الأنهارُ لهم فيها أزواج مطهرة}؛ أي: من الأخلاق الرذيلة والخُلُق الذَّميم وممّا يكون من نساء الدُّنيا من كل دَنَسٍ وعيبٍ، {وندخِلُهم ظِلاًّ ظليلاً}."
4,58,"الأمانات كلُّ ما اؤتُمِنَ عليه الإنسان وأُمِرَ بالقيام به، فأمر اللهُ عباده بأدائِها؛ أي: كاملة موفَّرة لا منقوصة ولا مبخوسةً ولا ممطولاً بها، ويدخُلُ في ذلك أماناتُ الولايات والأموال والأسرار والمأمورات التي لا يطَّلع عليها إلا الله. وقد ذكر الفقهاء على أنَّ مَن اؤتُمِنَ أمانة؛ وَجَبَ عليه حفظُها في حِرْز مثلها؛ قالوا: لأنه لا يمكنُ أداؤها إلاَّ بحفظها، فوجب ذلك. وفي قوله:{إلى أهلها}: دلالة على أنها لا تُدْفَعُ وتؤدَّى لغير المؤتَمِن، ووكيلُهُ بمنزلتِهِ؛ فلو دفعها لغير ربِّها؛ لم يكن مؤدِّياً لها.{وإذا حكمتُم بين الناس أن تحكُموا بالعدل}: وهذا يشمل الحكم بينهم في الدِّماء والأموال والأعراض؛ القليل من ذلك والكثير، على القريب والبعيد والبَرِّ والفاجر والوليِّ والعدوِّ. والمراد بالعدل الذي أمر الله بالحكم به هو ما شَرَعَهُ الله على لسان رسولِهِ من الحدود والأحكام، وهذا يستلزم معرفة العدل ليحكُمَ به، ولما كانت هذه أوامر حسنةً عادلةً؛ قال:{إنَّ الله نِعمَّا يَعِظُكُم به، إنَّ اللهَ كان سميعاً بصيراً}: وهذا مدحٌ من الله لأوامره ونواهيه؛ لاشتمالها على مصالح الدارين ودفع مضارِّهما؛ لأنَّ شارعها السميع البصير الذي لا تَخْفى عليه خافيةٌ ويعلم من مصالح العباد ما لا يعلمون."
4,59,"ثم أمر بطاعتِهِ وطاعة رسولِهِ، وذلك بامتثال أمرهما الواجب والمستحبِّ واجتناب نهيهِما، وأمر بطاعة أولي الأمر، وهم الولاة على الناس من الأمراء والحكَّام والمفتين؛ فإنَّه لا يستقيمُ للناس أمرُ دينهم ودُنياهم إلاَّ بطاعِتِهم والانقيادِ لهم. طاعةً لله ورغبةً فيما عنده، ولكن بشرط أن لا يأمروا بمعصية الله؛ فإنْ أمروا بذلك؛ فلا طاعة لمخلوق في معصية الخالق. ولعل هذا هو السرُّ في حذف الفعل عند الأمر بطاعتهم وذِكْرِهِ مع طاعة الرسول؛ فإنَّ الرسول لا يأمر إلا بطاعة الله، ومَنْ يُطِعْهُ؛ فقد أطاع الله، وأما أولو الأمر؛ فشرطُ الأمرِ بطاعتهم أن لا يكونَ معصيةً.
ثم أمَرَ بردِّ كلِّ ما تنازع الناس فيه من أصول الدين وفروعه إلى الله وإلى الرسول ؛ أي: إلى كتاب الله وسنة رسوله؛ فإنَّ فيهما الفصل في جميع المسائل الخلافيَّة: إمَّا بصريحهما أو عمومهما أو إيماءٍ أو تنبيهٍ أو مفهوم أو عموم معنى يُقاسُ عليه ما أشبهه؛ لأنَّ كتاب الله وسنة رسوله عليهما بناءُ الدين، ولا يستقيم الإيمان إلاَّ بهما؛ فالردُّ إليهما شرطٌ في الإيمان؛ فلهذا قال:{إن كنتم تؤمنون بالله واليوم الآخر}: فدلَّ ذلك على أنَّ من لم يردَّ إليهما مسائلَ النزاع؛ فليس بمؤمن حقيقةً، بل مؤمنٌ بالطاغوت؛ كما ذكر في الآية بعدها. {ذلك}؛ أي: الردُّ إلى الله ورسوله، {خيرٌ وأحسنُ تأويلاً}؛ فإنَّ حُكم الله ورسوله أحسنُ الأحكام وأعدلُها وأصلحُها للناس في أمر دينهم ودُنياهم وعاقبتهم."
4,60,4:62
4,61,4:62
4,62,"{فكيف} يكونُ حال هؤلاء الضالِّين {إذا أصابتهم مصيبةٌ بما قدَّمت أيديهم} من المعاصي، ومنها تحكيمُ الطَّاغوت، {ثم جاؤوك} متعذرين لما صَدَرَ منهم، ويقولون:{إن أردۡنا إلَّا إحساناً وتوفيقاً}؛ أي: ما قصدنا في ذلك إلاَّ الإحسان إلى المتخاصمين والتوفيقَ بينهم، وهم كَذَبَةٌ في ذلك؛ فإن الإحسان كل الإحسان تحكيم الله ورسوله، ومَنْ أحسنُ من الله حكماً لقوم يوقنون."
4,63,"ولهذا قال: {أولئك الذين يعلمُ الله ما في قلوبهم}؛ أي: من النفاق والقصد السيئ؛ {فأعرضۡ عنهم}؛ أي: لا تُبال بهم ولا تقابِلْهم على ما فعلوه واقترفوه، {وعِظۡهُم}؛ أي: بيِّن لهم حكم الله تعالى مع الترغيب في الانقياد لله والترهيب من تركه، {وقل لهم في أنفسِهم قولاً بليغاً}؛ أي: انصحْهم سِرًّا بينك وبينهم؛ فإنه أنجح لحصول المقصود، وبالغْ في زجرِهم وقَمْعِهِم عمَّا كانوا عليه. وفي هذا دليل على أن مقترفَ المعاصي وإن أُعْرِضَ عنه؛ فإنه يُنصَح سِرًّا ويبالغ في وعظه بما يظنُّ حصول المقصود به."
4,64,"يخبر تعالى خبراً في ضمنِهِ الأمرُ والحثُّ على طاعة الرسول والانقيادِ له، وأنَّ الغاية من إرسال الرسل أن يكونوا مطاعين ينقادُ لهم المرسَل إليهم في جميع ما آمروا به ونَهوا عنه، وأن يكونوا معظَّمين تعظيمَ المطاع للمطيع ، وفي هذا إثبات عصمة الرُّسل فيما يبلِّغونَهُ عن اللهِ وفيما يأمرونَ به ويَنْهَوْنَ عنه؛ لأنَّ الله أمر بطاعتهم مطلقاً؛ فلولا أنهم معصومون لا يشرعون ما هو خطأ؛ لما أمر بذلك مطلقاً. وقوله:{بإذن الله}؛ أي: الطاعة من المطيع صادرة بقضاء الله وقدرِهِ؛ ففيه إثباتُ القضاء والقَدَر، والحثُّ على الاستعانة بالله، وبيان أنَّه لا يمكَّنُ الإنسان إن لم يُعِنْه الله أن يطيع الرسول.
ثم أخبر عن كرمِهِ العظيم وجُودِهِ ودعوته لمن اقترف السيِّئات أن يعترِفوا ويتوبوا ويستغفِروا الله، فقال:{ولو أنَّهم إذ ظَلَموا أنفُسَهم جاؤوك}؛ أي: معترفين بذنوبهم باخِعين بها. {فاستَغۡفَروا الله واستغفرَ لهم الرسولُ لوجدوا الله توَّاباً رحيماً}؛ أي: لتاب عليهم بمغفرتِهِ ظُلْمَهم ورَحِمَهُم بقَبول التوبة والتوفيق لها والثواب عليها. وهذا المجيء إلى الرسول - صلى الله عليه وسلم - مختصٌّ بحياتِهِ؛ لأنَّ السياق يدلُّ على ذلك؛ لكون الاستغفار من الرسول لا يكون إلاَّ في حياتِهِ، وأمَّا بعد موتِهِ؛ فإنَّه لا يطلب منه شيءٌ، بل ذلك شركٌ."
